S000000027	YAL029C	MYO4	ORF	DOID:0060775	microvillus inclusion disease	ISS		HGNC:7603	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000005373	YOL013C	1,00 HRD	ORF	DOID:13372	alpha 1-antitrypsin deficiency	ISS		HGNC:20738	manually curated	28617828	Joly P, et al. (2017) ERAD defects and the HFE-H63D variant are associated with increased risk of liver damages in Alpha 1-Antitrypsin Deficiency. PLoS ONE 12(6):e0179369
S000005381	YOL021C	DIS3	ORF	DOID:9538	multiple myeloma	IMP			manually curated	30724665	
S000005381	YOL021C	DIS3	ORF	DOID:9538	multiple myeloma	ISS		HGNC:20604	manually curated	30724665	
S000005387	YOL027C	MDM38	ORF	DOID:0050460	Wolf-Hirschhorn syndrome	IGI		HGNC:6556	manually curated	32139798	Nakamura S, et al. (2020) The mitochondrial inner membrane protein LETM1 modulates cristae organization through its LETM domain. Commun Biol 3(1):99
S000005387	YOL027C	MDM38	ORF	DOID:0050460	Wolf-Hirschhorn syndrome	ISS		HGNC:6556	manually curated	32139798	Nakamura S, et al. (2020) The mitochondrial inner membrane protein LETM1 modulates cristae organization through its LETM domain. Commun Biol 3(1):99
S000005391	YOL031C	SIL1	ORF	DOID:0080195	Marinesco-Sjogren syndrome	IMP			manually curated	28257000	
S000005391	YOL031C	SIL1	ORF	DOID:0080195	Marinesco-Sjogren syndrome	ISS		HGNC:24624	manually curated	28257000	
S000005409	YOL049W	GSH2	ORF	DOID:12858	Huntington's disease	IGI		HGNC:4624	manually curated	14657499	Willingham S, et al. (2003) Yeast genes that enhance the toxicity of a mutant huntingtin fragment or alpha-synuclein. Science 302(5651):1769-72
S000005409	YOL049W	GSH2	ORF	DOID:12858	Huntington's disease	ISS		HGNC:4624	manually curated	14657499	Willingham S, et al. (2003) Yeast genes that enhance the toxicity of a mutant huntingtin fragment or alpha-synuclein. Science 302(5651):1769-72
S000005432	YOL071W	SDH5	ORF	DOID:0050773	paraganglioma	ISS		HGNC:26034	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000005441	YOL081W	IRA2	ORF	DOID:0111253	neurofibromatosis 1	IMP		HGNC:7765	manually curated	25486365	Luo G, et al. (2014) The C-terminal domains of human neurofibromin and its budding yeast homologs Ira1 and Ira2 regulate the metaphase to anaphase transition. Cell Cycle 13(17):2780-9
S000005441	YOL081W	IRA2	ORF	DOID:0111253	neurofibromatosis 1	IMP			manually curated	29662612	Allaway RJ, et al. (2018) Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells. Oncotarget 9(22):15860-15875
S000005441	YOL081W	IRA2	ORF	DOID:0111253	neurofibromatosis 1	ISS		HGNC:7765	manually curated	25486365	Luo G, et al. (2014) The C-terminal domains of human neurofibromin and its budding yeast homologs Ira1 and Ira2 regulate the metaphase to anaphase transition. Cell Cycle 13(17):2780-9
S000005441	YOL081W	IRA2	ORF	DOID:0111253	neurofibromatosis 1	ISS		HGNC:7765	manually curated	29662612	Allaway RJ, et al. (2018) Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells. Oncotarget 9(22):15860-15875
S000005441	YOL081W	IRA2	ORF	DOID:8712	neurofibromatosis	IGI		HGNC:7765	manually curated	2121369	Xu GF, et al. (1990) The catalytic domain of the neurofibromatosis type 1 gene product stimulates ras GTPase and complements ira mutants of S. cerevisiae. Cell 63(4):835-41
S000005441	YOL081W	IRA2	ORF	DOID:8712	neurofibromatosis	IGI		HGNC:7765	manually curated	2121371	Ballester R, et al. (1990) The NF1 locus encodes a protein functionally related to mammalian GAP and yeast IRA proteins. Cell 63(4):851-9
S000005441	YOL081W	IRA2	ORF	DOID:8712	neurofibromatosis	ISS		HGNC:7765	manually curated	2121369	Xu GF, et al. (1990) The catalytic domain of the neurofibromatosis type 1 gene product stimulates ras GTPase and complements ira mutants of S. cerevisiae. Cell 63(4):835-41
S000005441	YOL081W	IRA2	ORF	DOID:8712	neurofibromatosis	ISS		HGNC:7765	manually curated	2121371	Ballester R, et al. (1990) The NF1 locus encodes a protein functionally related to mammalian GAP and yeast IRA proteins. Cell 63(4):851-9
S000005450	YOL090W	MSH2	ORF	DOID:0070270	hereditary nonpolyposis colorectal cancer type 8	IMP			manually curated	33848333	
S000005450	YOL090W	MSH2	ORF	DOID:0070270	hereditary nonpolyposis colorectal cancer type 8	ISS		HGNC:7325	manually curated	33848333	
S000005450	YOL090W	MSH2	ORF	DOID:1612	breast cancer	ISS		HGNC:7325	manually curated	26381082	Maresca L, et al. (2015) MSH2 role in BRCA1-driven tumorigenesis: A preliminary study in yeast and in human tumors from BRCA1-VUS carriers. Eur J Med Genet 58(10):531-9
S000005450	YOL090W	MSH2	ORF	DOID:162	cancer	IMP			manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000005450	YOL090W	MSH2	ORF	DOID:162	cancer	ISS		HGNC:7325	manually curated	29654124	Chakraborty U, et al. (2018) Genomic Instability Promoted by Overexpression of Mismatch Repair Factors in Yeast: A Model for Understanding Cancer Progression. Genetics 209(2):439-456
S000005450	YOL090W	MSH2	ORF	DOID:162	cancer	ISS		HGNC:7325	manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000005450	YOL090W	MSH2	ORF	DOID:2394	ovarian cancer	ISS		HGNC:7325	manually curated	26381082	Maresca L, et al. (2015) MSH2 role in BRCA1-driven tumorigenesis: A preliminary study in yeast and in human tumors from BRCA1-VUS carriers. Eur J Med Genet 58(10):531-9
S000005450	YOL090W	MSH2	ORF	DOID:3883	Lynch syndrome	ISS		HGNC:7325	manually curated	25302077	Tosti E, et al. (2014) Evolutionarily conserved genetic interactions with budding and fission yeast MutS identify orthologous relationships in mismatch repair-deficient cancer cells. Genome Med 6(9):68
S000005450	YOL090W	MSH2	ORF	DOID:5426	primary ovarian insufficiency	IMP			manually curated	32772095	
S000005450	YOL090W	MSH2	ORF	DOID:5426	primary ovarian insufficiency	ISS		HGNC:7325	manually curated	32772095	
S000005453	YOL093W	TRM10	ORF	DOID:4194	glucose metabolism disease	IMP			manually curated	25053765	Gillis D, et al. (2014) TRMT10A dysfunction is associated with abnormalities in glucose homeostasis, short stature and microcephaly. J Med Genet 51(9):581-6
S000005453	YOL093W	TRM10	ORF	DOID:4194	glucose metabolism disease	ISS		HGNC:28403	manually curated	25053765	Gillis D, et al. (2014) TRMT10A dysfunction is associated with abnormalities in glucose homeostasis, short stature and microcephaly. J Med Genet 51(9):581-6
S000005472	YOL112W	MSB4	ORF	DOID:3369	Ewing sarcoma	IGI		HGNC:16858	manually curated	14521938	Bizimungu C, et al. (2003) Expression in a RabGAP yeast mutant of two human homologues, one of which is an oncogene. Biochem Biophys Res Commun 310(2):498-504
S000005472	YOL112W	MSB4	ORF	DOID:3369	Ewing sarcoma	ISS		HGNC:16858	manually curated	14521938	Bizimungu C, et al. (2003) Expression in a RabGAP yeast mutant of two human homologues, one of which is an oncogene. Biochem Biophys Res Commun 310(2):498-504
S000005483	YOL123W	HRP1	ORF	DOID:0110306	autosomal dominant limb-girdle muscular dystrophy type 3	IMP			manually curated	24647604	Vieira NM, et al. (2014) A defect in the RNA-processing protein HNRPDL causes limb-girdle muscular dystrophy 1G (LGMD1G). Hum Mol Genet 23(15):4103-10
S000005483	YOL123W	HRP1	ORF	DOID:0110306	autosomal dominant limb-girdle muscular dystrophy type 3	ISS		HGNC:5037	manually curated	24647604	Vieira NM, et al. (2014) A defect in the RNA-processing protein HNRPDL causes limb-girdle muscular dystrophy 1G (LGMD1G). Hum Mol Genet 23(15):4103-10
S000005490	YOL130W	ALR1	ORF	DOID:0060879	primary hypomagnesemia	IGI		HGNC:28880	manually curated	19717468	Zhou H and Clapham DE (2009) Mammalian MagT1 and TUSC3 are required for cellular magnesium uptake and vertebrate embryonic development. Proc Natl Acad Sci U S A 106(37):15750-5
S000005490	YOL130W	ALR1	ORF	DOID:0060879	primary hypomagnesemia	IGI		HGNC:30242	manually curated	19717468	Zhou H and Clapham DE (2009) Mammalian MagT1 and TUSC3 are required for cellular magnesium uptake and vertebrate embryonic development. Proc Natl Acad Sci U S A 106(37):15750-5
S000005490	YOL130W	ALR1	ORF	DOID:0060879	primary hypomagnesemia	ISS		HGNC:28880	manually curated	19717468	Zhou H and Clapham DE (2009) Mammalian MagT1 and TUSC3 are required for cellular magnesium uptake and vertebrate embryonic development. Proc Natl Acad Sci U S A 106(37):15750-5
S000005490	YOL130W	ALR1	ORF	DOID:0060879	primary hypomagnesemia	ISS		HGNC:30242	manually curated	19717468	Zhou H and Clapham DE (2009) Mammalian MagT1 and TUSC3 are required for cellular magnesium uptake and vertebrate embryonic development. Proc Natl Acad Sci U S A 106(37):15750-5
S000005493	YOL133W	HRT1	ORF	DOID:162	cancer	IGI		HGNC:9928	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005493	YOL133W	HRT1	ORF	DOID:162	cancer	ISS		HGNC:9928	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005499	YOL139C	CDC33	ORF	DOID:0060041	autism spectrum disorder	IGI		HGNC:3287	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005499	YOL139C	CDC33	ORF	DOID:0060041	autism spectrum disorder	ISS		HGNC:3287	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005502	YOL142W	RRP40	ORF	DOID:0060266	pontocerebellar hypoplasia type 1B	IGI		HGNC:17944	manually curated	27777260	
S000005502	YOL142W	RRP40	ORF	DOID:0060266	pontocerebellar hypoplasia type 1B	IMP			manually curated	28053271	Gillespie A, et al. (2017) Mutations of EXOSC3/Rrp40p associated with neurological diseases impact ribosomal RNA processing functions of the exosome in S. cerevisiae. RNA 23(4):466-472
S000005502	YOL142W	RRP40	ORF	DOID:0060266	pontocerebellar hypoplasia type 1B	ISS		HGNC:17944	manually curated	27777260	
S000005502	YOL142W	RRP40	ORF	DOID:0060266	pontocerebellar hypoplasia type 1B	ISS		HGNC:17944	manually curated	28053271	Gillespie A, et al. (2017) Mutations of EXOSC3/Rrp40p associated with neurological diseases impact ribosomal RNA processing functions of the exosome in S. cerevisiae. RNA 23(4):466-472
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	IGI		HGNC:23157	manually curated	10359825	Imbach T, et al. (1999) A mutation in the human ortholog of the Saccharomyces cerevisiae ALG6 gene causes carbohydrate-deficient glycoprotein syndrome type-Ic. Proc Natl Acad Sci U S A 96(12):6982-7
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	IGI		HGNC:23157	manually curated	10914684	Imbach T, et al. (2000) Multi-allelic origin of congenital disorder of glycosylation (CDG)-Ic. Hum Genet 106(5):538-45
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	IGI		HGNC:23157	manually curated	10924277	Westphal V, et al. (2000) Analysis of multiple mutations in the hALG6 gene in a patient with congenital disorder of glycosylation Ic. Mol Genet Metab 70(3):219-23
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	ISS		HGNC:23157	manually curated	10359825	Imbach T, et al. (1999) A mutation in the human ortholog of the Saccharomyces cerevisiae ALG6 gene causes carbohydrate-deficient glycoprotein syndrome type-Ic. Proc Natl Acad Sci U S A 96(12):6982-7
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	ISS		HGNC:23157	manually curated	10914684	Imbach T, et al. (2000) Multi-allelic origin of congenital disorder of glycosylation (CDG)-Ic. Hum Genet 106(5):538-45
S000005528	YOR002W	ALG6	ORF	DOID:0050570	congenital disorder of glycosylation type I	ISS		HGNC:23157	manually curated	10924277	Westphal V, et al. (2000) Analysis of multiple mutations in the hALG6 gene in a patient with congenital disorder of glycosylation Ic. Mol Genet Metab 70(3):219-23
S000005548	YOR022C	DDL1	ORF	DOID:0110779	hereditary spastic paraplegia 28	IMP			manually curated	27402848	Yadav PK and Rajasekharan R (2016) Misregulation of a DDHD Domain-containing Lipase Causes Mitochondrial Dysfunction in Yeast. J Biol Chem 291(35):18562-81
S000005548	YOR022C	DDL1	ORF	DOID:0110779	hereditary spastic paraplegia 28	ISS		HGNC:19714	manually curated	27402848	Yadav PK and Rajasekharan R (2016) Misregulation of a DDHD Domain-containing Lipase Causes Mitochondrial Dysfunction in Yeast. J Biol Chem 291(35):18562-81
S000005548	YOR022C	DDL1	ORF	DOID:0110806	hereditary spastic paraplegia 54	IMP			manually curated	27402848	Yadav PK and Rajasekharan R (2016) Misregulation of a DDHD Domain-containing Lipase Causes Mitochondrial Dysfunction in Yeast. J Biol Chem 291(35):18562-81
S000005548	YOR022C	DDL1	ORF	DOID:0110806	hereditary spastic paraplegia 54	ISS		HGNC:29106	manually curated	27402848	Yadav PK and Rajasekharan R (2016) Misregulation of a DDHD Domain-containing Lipase Causes Mitochondrial Dysfunction in Yeast. J Biol Chem 291(35):18562-81
S000005559	YOR033C	EXO1	ORF	DOID:5426	primary ovarian insufficiency	IMP			manually curated	32772095	
S000005559	YOR033C	EXO1	ORF	DOID:5426	primary ovarian insufficiency	ISS		HGNC:3511	manually curated	32772095	
S000005568	YOR042W	CUE5	ORF	DOID:1289	neurodegenerative disease	IGI		HGNC:16476	manually curated	25042851	Lu K, et al. (2014) Autophagic clearance of polyQ proteins mediated by ubiquitin-Atg8 adaptors of the conserved CUET protein family. Cell 158(3):549-63
S000005568	YOR042W	CUE5	ORF	DOID:1289	neurodegenerative disease	ISS		HGNC:16476	manually curated	25042851	Lu K, et al. (2014) Autophagic clearance of polyQ proteins mediated by ubiquitin-Atg8 adaptors of the conserved CUET protein family. Cell 158(3):549-63
S000005569	YOR043W	WHI2	ORF	DOID:0111446	progressive myoclonus epilepsy 3	IMP			manually curated	30295347	Metz KA, et al. (2018) KCTD7 deficiency defines a distinct neurodegenerative disorder with a conserved autophagy-lysosome defect. Ann Neurol 84(5):766-780
S000005569	YOR043W	WHI2	ORF	DOID:0111446	progressive myoclonus epilepsy 3	ISS		HGNC:21957	manually curated	30295347	Metz KA, et al. (2018) KCTD7 deficiency defines a distinct neurodegenerative disorder with a conserved autophagy-lysosome defect. Ann Neurol 84(5):766-780
S000005582	YOR056C	NOB1	ORF	DOID:3347	osteosarcoma	ISS		HGNC:29540	manually curated	24714960	Chen B, et al. (2014) Gene silencing of NOB1 by lentivirus suppresses growth and migration of human osteosarcoma cells. Mol Med Rep 9(6):2173-9
S000005582	YOR056C	NOB1	ORF	DOID:9256	colorectal cancer	ISS		HGNC:29540	manually curated	25624720	He XW, et al. (2015) NOB1 is essential for the survival of RKO colorectal cancer cells. World J Gastroenterol 21(3):868-77
S000005593	YOR067C	ALG8	ORF	DOID:0050570	congenital disorder of glycosylation type I	IGI		HGNC:23161	manually curated	15235028	Schollen E, et al. (2004) Clinical and molecular features of three patients with congenital disorders of glycosylation type Ih (CDG-Ih) (ALG8 deficiency). J Med Genet 41(7):550-6
S000005593	YOR067C	ALG8	ORF	DOID:0050570	congenital disorder of glycosylation type I	ISS		HGNC:23161	manually curated	15235028	Schollen E, et al. (2004) Clinical and molecular features of three patients with congenital disorders of glycosylation type Ih (CDG-Ih) (ALG8 deficiency). J Med Genet 41(7):550-6
S000005626	YOR100C	1,00 CRC	ORF	DOID:3146	lipid metabolism disorder	IGI		HGNC:1421	manually curated	11162577	IJlst L, et al. (2001) Functional analysis of mutant human carnitine acylcarnitine translocases in yeast. Biochem Biophys Res Commun 280(3):700-6
S000005626	YOR100C	1,00 CRC	ORF	DOID:3146	lipid metabolism disorder	ISS		HGNC:1421	manually curated	11162577	IJlst L, et al. (2001) Functional analysis of mutant human carnitine acylcarnitine translocases in yeast. Biochem Biophys Res Commun 280(3):700-6
S000005627	YOR101W	RAS1	ORF	DOID:0050469	Costello syndrome	IGI		HGNC:5173	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005627	YOR101W	RAS1	ORF	DOID:0050469	Costello syndrome	ISS		HGNC:5173	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005627	YOR101W	RAS1	ORF	DOID:11054	urinary bladder cancer	IGI		HGNC:5173	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005627	YOR101W	RAS1	ORF	DOID:11054	urinary bladder cancer	ISS		HGNC:5173	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000005627	YOR101W	RAS1	ORF	DOID:9256	colorectal cancer	ISS		HGNC:6407	manually curated	28173629	Kalimutho M, et al. (2017) Enhanced dependency of KRAS-mutant colorectal cancer cells on RAD51-dependent homologous recombination repair identified from genetic interactions in Saccharomyces cerevisiae. Mol Oncol 11(5):470-490
S000005642	YOR116C	RPO31	ORF	DOID:0060786	hypomyelinating leukodystrophy	IMP			manually curated	30192228	
S000005642	YOR116C	RPO31	ORF	DOID:0060786	hypomyelinating leukodystrophy	ISS		HGNC:30074	manually curated	30192228	
S000005642	YOR116C	RPO31	ORF	DOID:0060794	hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism	IMP			manually curated	33148458	
S000005642	YOR116C	RPO31	ORF	DOID:0060794	hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism	ISS		HGNC:30074	manually curated	33148458	
S000005645	YOR119C	RIO1	ORF	DOID:219	colon cancer	IMP			manually curated	30011030	Iacovella MG, et al. (2018) Integrating Rio1 activities discloses its nutrient-activated network in Saccharomyces cerevisiae. Nucleic Acids Res 46(15):7586-7611
S000005645	YOR119C	RIO1	ORF	DOID:219	colon cancer	ISS		HGNC:18656	manually curated	30011030	Iacovella MG, et al. (2018) Integrating Rio1 activities discloses its nutrient-activated network in Saccharomyces cerevisiae. Nucleic Acids Res 46(15):7586-7611
S000005648	YOR122C	PFY1	ORF	DOID:332	amyotrophic lateral sclerosis	IGI		HGNC:8881	manually curated	24920614	Figley MD, et al. (2014) Profilin 1 associates with stress granules and ALS-linked mutations alter stress granule dynamics. J Neurosci 34(24):8083-97
S000005648	YOR122C	PFY1	ORF	DOID:332	amyotrophic lateral sclerosis	ISS		HGNC:8881	manually curated	24920614	Figley MD, et al. (2014) Profilin 1 associates with stress granules and ALS-linked mutations alter stress granule dynamics. J Neurosci 34(24):8083-97
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	IGI		HGNC:10985	manually curated	24721342	Ersoy Tunalı N, et al. (2014) A novel mutation in the SLC25A15 gene in a Turkish patient with HHH syndrome: functional analysis of the mutant protein. Mol. Genet. Metab. 112(1):25-9
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	IGI		HGNC:10985	manually curated	25818551	Marobbio CM, et al. (2015) Pathogenic potential of SLC25A15 mutations assessed by transport assays and complementation of Saccharomyces cerevisiae ORT1 null mutant. Mol Genet Metab 115(1):27-32
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	IGI		HGNC:10985	manually curated	26589310	Doimo M, et al. (2016) Heterologous Expression in Yeast of Human Ornithine Carriers ORNT1 and ORNT2 and of ORNT1 Alleles Implicated in HHH Syndrome in Humans. JIMD Rep 28:119-126
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	ISS		HGNC:10985	manually curated	24721342	Ersoy Tunalı N, et al. (2014) A novel mutation in the SLC25A15 gene in a Turkish patient with HHH syndrome: functional analysis of the mutant protein. Mol. Genet. Metab. 112(1):25-9
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	ISS		HGNC:10985	manually curated	25818551	Marobbio CM, et al. (2015) Pathogenic potential of SLC25A15 mutations assessed by transport assays and complementation of Saccharomyces cerevisiae ORT1 null mutant. Mol Genet Metab 115(1):27-32
S000005656	YOR130C	ORT1	ORF	DOID:0050720	ornithine translocase deficiency	ISS		HGNC:10985	manually curated	26589310	Doimo M, et al. (2016) Heterologous Expression in Yeast of Human Ornithine Carriers ORNT1 and ORNT2 and of ORNT1 Alleles Implicated in HHH Syndrome in Humans. JIMD Rep 28:119-126
S000005662	YOR136W	IDH2	ORF	DOID:0050709	early infantile epileptic encephalopathy	IGI		HGNC:5385	manually curated	28058510	Fattal-Valevski A, et al. (2017) Homozygous mutation, p.Pro304His, in IDH3A, encoding isocitrate dehydrogenase subunit is associated with severe encephalopathy in infancy. Neurogenetics 18(1):57-61
S000005662	YOR136W	IDH2	ORF	DOID:0050709	early infantile epileptic encephalopathy	ISS		HGNC:5385	manually curated	28058510	Fattal-Valevski A, et al. (2017) Homozygous mutation, p.Pro304His, in IDH3A, encoding isocitrate dehydrogenase subunit is associated with severe encephalopathy in infancy. Neurogenetics 18(1):57-61
S000005669	YOR143C	THI80	ORF	DOID:162	cancer	IGI		HGNC:17358	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005669	YOR143C	THI80	ORF	DOID:162	cancer	ISS		HGNC:17358	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005675	YOR149C	SMP3	ORF	DOID:162	cancer	IGI		HGNC:30596	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005675	YOR149C	SMP3	ORF	DOID:162	cancer	ISS		HGNC:30596	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005691	YOR165W	SEY1	ORF	DOID:2476	hereditary spastic paraplegia	IMP		HGNC:11231	manually curated	19665976	Hu J, et al. (2009) A class of dynamin-like GTPases involved in the generation of the tubular ER network. Cell 138(3):549-61
S000005691	YOR165W	SEY1	ORF	DOID:2476	hereditary spastic paraplegia	ISS		HGNC:11231	manually curated	19665976	Hu J, et al. (2009) A class of dynamin-like GTPases involved in the generation of the tubular ER network. Cell 138(3):549-61
S000005702	YOR176W	HEM15	ORF	DOID:162	cancer	IGI		HGNC:3647	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005702	YOR176W	HEM15	ORF	DOID:162	cancer	ISS		HGNC:3647	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005707	YOR181W	LAS17	ORF	DOID:9169	Wiskott-Aldrich syndrome	IGI		HGNC:12731	manually curated	16488394	Rajmohan R, et al. (2006) WASP suppresses the growth defect of Saccharomyces cerevisiae las17Delta strain in the presence of WIP. Biochem Biophys Res Commun 342(2):529-36
S000005707	YOR181W	LAS17	ORF	DOID:9169	Wiskott-Aldrich syndrome	IGI		HGNC:12731	manually curated	19817875	Rajmohan R, et al. (2009) Characterization of Wiskott-Aldrich syndrome (WAS) mutants using Saccharomyces cerevisiae. FEMS Yeast Res 9(8):1226-35
S000005707	YOR181W	LAS17	ORF	DOID:9169	Wiskott-Aldrich syndrome	ISS		HGNC:12731	manually curated	16488394	Rajmohan R, et al. (2006) WASP suppresses the growth defect of Saccharomyces cerevisiae las17Delta strain in the presence of WIP. Biochem Biophys Res Commun 342(2):529-36
S000005707	YOR181W	LAS17	ORF	DOID:9169	Wiskott-Aldrich syndrome	ISS		HGNC:12731	manually curated	19817875	Rajmohan R, et al. (2009) Characterization of Wiskott-Aldrich syndrome (WAS) mutants using Saccharomyces cerevisiae. FEMS Yeast Res 9(8):1226-35
S000005730	YOR204W	DED1	ORF	DOID:3869	childhood medulloblastoma	IMP			manually curated	33460649	Brown NP, et al. (2021) Medulloblastoma-associated mutations in the DEAD-box RNA helicase DDX3X/DED1 cause specific defects in translation. J Biol Chem 296:100296
S000005730	YOR204W	DED1	ORF	DOID:3869	childhood medulloblastoma	ISS		HGNC:2745	manually curated	33460649	Brown NP, et al. (2021) Medulloblastoma-associated mutations in the DEAD-box RNA helicase DDX3X/DED1 cause specific defects in translation. J Biol Chem 296:100296
S000005733	YOR207C	RET1	ORF	DOID:0060786	hypomyelinating leukodystrophy	IMP			manually curated	30192228	
S000005733	YOR207C	RET1	ORF	DOID:0060786	hypomyelinating leukodystrophy	ISS		HGNC:30348	manually curated	30192228	
S000005737	YOR211C	MGM1	ORF	DOID:0080336	mitochondrial DNA depletion syndrome 14	IGI		HGNC:8140	manually curated	28494813	Nasca A, et al. (2017) Not only dominant, not only optic atrophy: expanding the clinical spectrum associated with OPA1 mutations. Orphanet J Rare Dis 12(1):89
S000005737	YOR211C	MGM1	ORF	DOID:0080336	mitochondrial DNA depletion syndrome 14	ISS		HGNC:8140	manually curated	28494813	Nasca A, et al. (2017) Not only dominant, not only optic atrophy: expanding the clinical spectrum associated with OPA1 mutations. Orphanet J Rare Dis 12(1):89
S000005737	YOR211C	MGM1	ORF	DOID:0111340	dominant optic atrophy plus syndrome	IGI		HGNC:8140	manually curated	26455272	Nolli C, et al. (2015) Validation of a MGM1/OPA1 chimeric gene for functional analysis in yeast of mutations associated with dominant optic atrophy. Mitochondrion 25:38-48
S000005737	YOR211C	MGM1	ORF	DOID:0111340	dominant optic atrophy plus syndrome	ISS		HGNC:8140	manually curated	26455272	Nolli C, et al. (2015) Validation of a MGM1/OPA1 chimeric gene for functional analysis in yeast of mutations associated with dominant optic atrophy. Mitochondrion 25:38-48
S000005737	YOR211C	MGM1	ORF	DOID:0111441	optic atrophy 1	IGI		HGNC:8140	manually curated	26455272	Nolli C, et al. (2015) Validation of a MGM1/OPA1 chimeric gene for functional analysis in yeast of mutations associated with dominant optic atrophy. Mitochondrion 25:38-48
S000005737	YOR211C	MGM1	ORF	DOID:0111441	optic atrophy 1	ISS		HGNC:8140	manually curated	26455272	Nolli C, et al. (2015) Validation of a MGM1/OPA1 chimeric gene for functional analysis in yeast of mutations associated with dominant optic atrophy. Mitochondrion 25:38-48
S000005737	YOR211C	MGM1	ORF	DOID:0111580	Behr syndrome	IGI		HGNC:8140	manually curated	28494813	Nasca A, et al. (2017) Not only dominant, not only optic atrophy: expanding the clinical spectrum associated with OPA1 mutations. Orphanet J Rare Dis 12(1):89
S000005737	YOR211C	MGM1	ORF	DOID:0111580	Behr syndrome	ISS		HGNC:8140	manually curated	28494813	Nasca A, et al. (2017) Not only dominant, not only optic atrophy: expanding the clinical spectrum associated with OPA1 mutations. Orphanet J Rare Dis 12(1):89
